InsuredNric,Insured_Premium,Claim_count,Discounts,Coverage_final,ExpDate,EffDate,Advance_purchase,Cumulative_Policies,Insured_age,No_of_insured,avg_past_3_trips_claims,avg_past_3_trips_claims_amount,Region,plantype_fgi,Policies_Per_Year,trip_duration,Tenure_Years,RG5_capped,RG6_capped,RG7_capped,RG8_capped,RG9_capped,RG10_capped,GrossClaimIncurredWithGSTHTD_capped
036K,184.23,0,54.97,Classic,2023-09-18,2023-11-14,62,5,40,2,1.01,775.0,ASIA,Family,1.0101010101010102,23,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406A,411.25,0,68.56,Deluxe,2022-05-04,2022-03-30,4,11,25,4,1.66,194.89,ASIA,Family,3.07,16,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,419.72,0,43.61,Deluxe,2022-11-18,2022-03-23,10,8,44,3,1.29,11.01,WORLDWIDE,Individual,1.5,23,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965X,527.68,0,192.9,Classic,2023-04-07,2022-11-29,7,6,37,4,2.35,68.08,ASIA,Family,2.222222222222222,8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044G,332.96,0,56.64,Classic,2023-03-19,2023-07-26,28,14,59,4,2.09,865.22,ASEAN,Individual,0.67,29,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393A,597.66,0,4.73,Deluxe,2023-12-29,2022-04-25,50,10,24,4,2.0,696.63,ASIA,Group,1.85,25,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965X,352.64,0,30.46,Preferred,2022-08-21,2023-05-04,32,9,41,1,0.99,357.7,ASIA,Group,2.0,11,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,394.71,0,50.63,Deluxe,2022-04-11,2023-01-13,39,7,43,1,1.32,168.64,WORLDWIDE,Individual,1.3513513513513513,15,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260F,330.22,1,53.3,Deluxe,2022-01-14,2023-09-12,56,10,70,1,1.99,596.97,WORLDWIDE,Family,1.16,8,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287B,433.48,0,24.88,Deluxe,2023-04-29,2023-11-30,11,1,29,4,1.39,792.0,ASEAN,Group,0.33444816053511706,5,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868K,565.26,0,30.02,Deluxe,2022-09-02,2023-08-13,8,1,67,3,1.73,598.13,ASEAN,Individual,0.1557632398753894,27,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831O,394.29,0,20.39,Deluxe,2022-03-23,2022-10-15,13,6,37,2,2.96,927.98,WORLDWIDE,Family,1.0714285714285714,16,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841E,176.92,0,22.19,Classic,2022-02-24,2022-03-04,18,5,36,1,1.56,997.42,ASEAN,Individual,0.7800312012480499,17,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513L,303.09,0,57.05,Classic,2022-03-16,2024-01-17,46,4,29,4,0.62,354.52,ASEAN,Individual,1.5325670498084292,26,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936P,482.61,1,165.14,Classic,2023-01-21,2022-11-12,59,9,39,1,1.63,33.32,WORLDWIDE,Individual,1.293103448275862,19,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,480.51,0,111.73,Classic,2022-02-13,2023-07-15,49,1,34,2,2.67,818.45,ASIA,Individual,0.21231422505307856,7,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,437.55,0,154.63,Deluxe,2023-10-08,2022-02-25,65,4,59,3,0.66,891.61,WORLDWIDE,Group,2.13903743315508,23,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564C,321.37,1,32.81,Classic,2023-06-10,2023-01-24,37,12,70,3,1.26,604.42,ASEAN,Group,2.5806451612903225,18,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155T,639.07,1,252.42,Preferred,2022-01-31,2022-09-21,75,1,74,2,0.45,53.96,ASEAN,Family,0.3508771929824561,26,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982N,456.78,0,128.58,Deluxe,2022-08-28,2023-08-20,28,13,52,2,1.22,570.51,ASEAN,Group,2.564102564102564,14,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831O,383.95,2,119.78,Deluxe,2022-03-06,2022-10-14,15,4,20,1,2.02,915.27,WORLDWIDE,Group,1.4869888475836432,26,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810U,410.09,0,102.37,Classic,2023-04-24,2022-05-28,60,4,31,2,2.24,71.14,ASIA,Family,0.6568144499178982,4,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232Z,462.67,1,162.45,Preferred,2022-07-15,2023-08-05,11,12,44,4,2.66,384.92,ASIA,Family,2.222222222222222,12,5.4,958.1,0.0,0.0,0.0,0.0,630.65,1774.94
957A,684.42,0,81.58,Deluxe,2023-03-14,2022-10-22,60,2,30,1,0.11,724.89,ASIA,Group,0.27027027027027023,15,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462V,527.28,1,81.25,Deluxe,2022-09-11,2022-03-29,63,13,19,2,0.59,453.09,WORLDWIDE,Individual,1.8518518518518519,26,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,444.86,0,67.02,Deluxe,2022-02-01,2023-08-15,14,14,54,4,0.85,470.8,ASEAN,Individual,2.26,21,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164O,102.49,0,18.66,Classic,2023-03-02,2023-12-03,8,1,22,3,1.59,94.68,WORLDWIDE,Family,0.19120458891013384,10,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,50.0,0,12.27,Classic,2022-07-09,2023-11-08,71,3,32,2,0.86,411.78,ASEAN,Individual,0.81,23,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423X,508.27,1,149.68,Deluxe,2023-08-23,2022-12-02,2,12,29,2,1.15,596.56,ASIA,Individual,1.59,18,4.97,0.0,0.0,0.0,1299.11,0.0,0.0,1393.45
465M,297.32,0,4.62,Classic,2023-08-27,2022-03-24,82,14,70,4,1.97,833.59,WORLDWIDE,Individual,2.13,14,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615T,347.87,0,79.03,Classic,2022-03-03,2023-12-26,78,2,74,3,1.57,44.75,ASIA,Family,0.2531645569620253,22,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016H,838.67,0,328.45,Preferred,2022-01-19,2024-01-25,62,3,36,3,1.71,842.63,ASIA,Individual,0.8086253369272237,20,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,426.74,0,130.15,Deluxe,2022-04-12,2022-11-14,47,3,62,2,0.22,370.29,ASEAN,Individual,0.4497751124437781,22,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136D,819.13,1,203.24,Preferred,2023-04-03,2022-06-21,46,8,73,2,0.13,549.77,WORLDWIDE,Family,2.78,28,2.25,146.39,0.0,0.0,0.0,0.0,0.0,166.81
940D,612.35,0,158.21,Preferred,2022-12-21,2023-01-11,25,14,54,1,2.98,515.21,ASEAN,Individual,1.96,6,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939T,185.22,0,0.56,Classic,2023-08-04,2023-08-24,36,13,45,3,1.74,806.96,ASEAN,Individual,2.3423423423423424,13,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,50.0,2,11.84,Classic,2023-10-06,2022-12-03,42,13,65,2,1.33,210.14,ASEAN,Individual,0.74,15,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451J,812.83,0,230.05,Preferred,2022-06-13,2023-12-10,48,3,67,3,1.85,421.41,ASEAN,Individual,0.7142857142857143,11,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283F,506.73,0,183.58,Classic,2022-08-03,2023-12-20,13,14,35,3,0.94,593.1,WORLDWIDE,Group,1.16,22,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,596.87,1,159.13,Deluxe,2022-03-31,2022-04-12,13,8,65,4,2.33,310.39,ASEAN,Family,2.71,7,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121T,327.93,0,32.88,Classic,2023-07-22,2022-07-19,5,11,33,4,0.36,891.16,ASEAN,Individual,1.73,5,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957A,345.15,0,83.73,Deluxe,2023-01-16,2022-03-18,61,14,39,2,1.89,497.97,ASIA,Individual,2.7027027027027026,13,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347C,676.1,1,173.66,Deluxe,2023-08-28,2022-10-11,8,13,26,1,0.54,557.04,ASEAN,Family,2.264808362369338,10,5.74,988.22,242.05,1168.44,0.0,0.0,1037.37,3779.88
699U,1061.7,1,110.29,Preferred,2022-05-12,2023-06-05,68,3,24,4,0.54,167.21,ASEAN,Individual,1.0135135135135136,14,2.96,336.99,0.0,0.0,205.05,0.0,0.0,581.47
615T,446.84,0,16.14,Classic,2022-04-26,2022-08-09,49,12,25,1,1.27,498.69,ASEAN,Group,1.47,13,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,451.03,0,27.78,Classic,2023-12-29,2022-06-26,61,12,26,1,0.23,797.72,WORLDWIDE,Individual,1.14,13,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226T,559.17,0,10.62,Deluxe,2023-02-21,2023-10-30,14,13,65,1,2.56,603.44,ASIA,Group,2.1848739495798317,18,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053V,275.36,2,33.12,Classic,2023-06-01,2022-08-27,48,9,68,1,0.94,15.27,WORLDWIDE,Individual,1.54,28,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326P,364.58,0,115.21,Deluxe,2022-06-27,2022-12-23,20,1,26,2,0.49,991.57,ASEAN,Individual,0.1984126984126984,14,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631D,205.22,0,48.73,Classic,2022-01-13,2022-03-18,36,4,18,2,2.23,392.8,ASEAN,Individual,1.88,26,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278R,150.93,0,43.27,Classic,2023-03-20,2023-06-09,70,12,53,1,2.85,913.82,ASEAN,Group,2.06,21,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767E,387.87,0,105.79,Deluxe,2022-06-14,2022-08-23,31,8,38,3,0.13,937.11,ASIA,Individual,1.2965964343598055,3,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411X,325.64,0,63.53,Classic,2022-09-26,2023-12-15,55,8,68,3,1.15,62.72,ASEAN,Individual,1.82,6,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495S,877.03,0,91.8,Preferred,2023-08-24,2024-02-09,76,12,23,1,2.66,163.15,ASIA,Family,1.7725258493353029,17,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,198.76,1,10.73,Classic,2022-08-16,2023-01-09,55,13,65,1,0.4,22.53,ASEAN,Individual,3.43,22,0.69,202.47,168.61,0.0,807.77,0.0,844.56,2313.32
320B,541.13,0,19.4,Preferred,2022-01-21,2023-08-24,39,11,31,4,0.79,999.62,ASEAN,Individual,0.66,6,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341T,367.54,0,54.63,Preferred,2023-12-13,2023-10-10,39,5,47,4,0.43,896.25,ASEAN,Family,0.8,21,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834M,308.27,1,3.42,Classic,2023-03-08,2024-02-09,13,11,64,2,2.37,240.5,ASEAN,Individual,1.4647137150466045,5,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226T,431.03,0,136.64,Preferred,2022-11-03,2023-05-09,89,2,24,2,0.04,306.33,ASIA,Individual,0.36101083032490977,28,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,164.77,1,36.36,Classic,2023-11-12,2022-06-14,28,12,62,4,0.2,881.1,ASIA,Individual,1.5483870967741935,23,7.75,0.0,0.0,0.0,0.0,1851.92,1087.8,3366.07
737Z,349.01,1,45.81,Deluxe,2023-02-08,2023-12-28,47,7,72,1,2.79,177.49,WORLDWIDE,Family,0.9055627425614489,11,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389A,50.0,0,15.54,Classic,2023-06-17,2023-09-19,4,11,42,3,0.1,938.8,ASIA,Family,2.552204176334107,16,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026K,349.36,0,90.27,Classic,2022-01-02,2022-07-24,5,13,62,3,1.02,278.55,ASEAN,Individual,2.34,27,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514Q,788.2,0,181.35,Preferred,2022-09-08,2022-04-01,65,8,22,1,0.35,829.77,WORLDWIDE,Family,1.3961605584642234,3,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824J,275.57,0,71.42,Classic,2023-12-16,2022-06-23,38,14,52,4,1.6,763.34,ASEAN,Group,1.37,3,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,234.01,1,8.1,Classic,2023-07-17,2022-02-27,59,6,45,4,1.27,966.99,ASEAN,Group,4.97,4,0.52,349.33,195.87,3669.9,0.0,0.0,0.0,4549.65
511M,545.23,0,71.71,Deluxe,2022-12-25,2022-04-19,11,12,36,2,0.72,434.93,ASIA,Family,1.5444015444015444,7,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631D,383.76,0,9.23,Classic,2022-07-14,2023-05-05,43,4,22,4,1.78,659.25,ASEAN,Group,0.7312614259597806,25,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204L,278.47,1,0.69,Classic,2023-01-17,2022-08-31,16,9,38,3,1.37,497.6,ASEAN,Family,1.6245487364620939,7,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896G,764.56,0,274.17,Preferred,2023-03-02,2023-09-15,52,6,68,1,0.45,981.13,WORLDWIDE,Family,0.7556675062972292,27,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435H,543.06,0,181.86,Preferred,2023-10-23,2022-02-02,13,13,46,1,2.73,89.11,ASEAN,Individual,1.9061583577712609,17,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,378.63,1,25.83,Classic,2023-02-26,2023-10-28,19,4,36,3,1.37,95.95,WORLDWIDE,Individual,1.4869888475836432,22,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136D,393.29,0,157.03,Classic,2022-09-22,2023-12-24,30,14,20,4,0.34,385.91,WORLDWIDE,Individual,3.86,11,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155T,152.89,0,46.89,Deluxe,2022-05-23,2023-09-10,12,3,53,1,1.54,342.5,ASEAN,Individual,1.8987341772151898,18,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475Y,573.57,0,119.51,Deluxe,2023-09-26,2023-06-13,58,3,64,4,2.98,728.99,ASIA,Individual,0.5199306759098787,24,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,519.01,1,100.48,Deluxe,2022-03-30,2022-02-04,27,10,39,4,1.49,764.34,ASIA,Individual,0.9,29,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,1023.49,0,144.93,Preferred,2022-01-13,2022-06-10,33,4,73,2,0.53,16.71,ASIA,Individual,1.34,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341H,90.42,0,29.32,Deluxe,2023-04-08,2023-03-06,27,8,70,3,2.46,745.1,ASEAN,Individual,1.2,8,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838N,359.16,0,35.43,Deluxe,2023-10-18,2022-04-15,78,7,33,3,2.06,785.53,ASIA,Individual,1.96,23,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786R,391.37,1,43.55,Classic,2022-02-10,2024-01-01,86,3,44,4,1.18,64.07,ASEAN,Individual,0.9316770186335404,20,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169G,440.63,0,149.35,Deluxe,2023-11-02,2023-03-10,34,14,33,4,0.81,630.4,ASEAN,Individual,1.37,9,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564C,594.4,1,114.94,Deluxe,2022-03-04,2023-12-20,45,7,39,1,2.92,483.72,WORLDWIDE,Individual,1.31,28,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,482.99,0,146.25,Deluxe,2022-04-09,2024-01-14,10,2,40,4,2.11,948.83,WORLDWIDE,Family,0.29027576197387517,10,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838N,389.11,1,110.77,Classic,2023-04-12,2022-09-07,61,14,54,4,1.61,291.66,ASIA,Individual,1.8111254851228977,15,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414L,326.93,0,29.6,Classic,2022-02-25,2022-06-25,29,8,57,4,2.0,674.2,WORLDWIDE,Individual,0.99,14,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834M,613.55,1,182.83,Deluxe,2022-06-20,2023-04-24,35,7,18,4,1.08,802.39,WORLDWIDE,Individual,1.9125683060109289,14,3.66,0.0,0.0,0.0,473.71,0.0,33.68,552.91
532Q,269.99,0,12.6,Deluxe,2022-07-03,2023-03-14,3,2,32,2,0.62,183.11,ASEAN,Individual,0.26666666666666666,3,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091N,236.27,1,50.33,Classic,2023-01-14,2022-11-26,26,6,29,2,2.95,341.53,ASEAN,Individual,2.8846153846153846,5,2.08,34.01,0.0,5767.04,3084.71,0.0,0.0,10101.44
810U,441.89,1,97.39,Classic,2022-05-28,2022-04-24,47,14,68,1,0.19,349.88,ASIA,Family,1.16,17,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631D,415.89,0,139.33,Classic,2022-12-16,2023-06-26,23,9,66,3,1.53,908.23,ASIA,Family,1.08,21,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,472.99,1,66.34,Deluxe,2022-03-01,2023-05-30,10,4,33,3,1.75,678.22,ASEAN,Individual,0.64,9,2.04,144.8,0.0,4770.85,80.21,0.0,0.0,5357.91
287B,581.97,0,181.18,Deluxe,2023-12-29,2022-03-14,38,13,49,2,2.68,518.0,ASEAN,Individual,2.3679417122040074,21,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321V,256.42,1,101.96,Deluxe,2022-02-21,2022-09-04,63,5,58,3,2.33,602.61,ASEAN,Individual,1.15,10,4.34,446.05,0.0,0.0,1661.04,0.0,0.0,2251.56
288A,628.81,0,194.69,Preferred,2022-07-13,2023-11-22,64,4,48,4,1.87,481.83,ASEAN,Family,0.8316008316008316,8,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,396.45,0,124.97,Classic,2022-08-06,2023-04-09,52,14,43,4,0.2,596.32,ASIA,Individual,2.734375,5,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411X,309.42,0,64.32,Deluxe,2022-04-06,2023-08-19,15,5,42,1,0.3,876.54,ASEAN,Individual,1.0593220338983051,6,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,462.98,0,62.75,Classic,2023-09-16,2022-10-14,71,5,50,3,0.1,929.14,ASEAN,Family,1.4084507042253522,20,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107T,322.85,0,60.31,Classic,2022-03-01,2023-12-09,11,4,30,2,0.99,894.92,ASEAN,Family,0.86,13,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,357.74,0,39.31,Classic,2023-02-20,2022-04-11,1,6,57,2,2.44,571.43,ASEAN,Individual,1.3824884792626728,20,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053V,572.88,0,25.45,Deluxe,2023-10-06,2022-12-22,47,11,69,1,2.74,975.33,ASIA,Individual,1.55,16,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154H,337.6,0,46.25,Classic,2023-05-29,2022-04-06,84,13,61,2,0.46,137.63,ASEAN,Group,4.78,3,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822V,223.35,1,14.68,Deluxe,2023-11-02,2023-02-27,25,6,40,3,2.87,507.19,WORLDWIDE,Individual,0.8862629246676514,18,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701B,787.03,1,156.42,Preferred,2022-07-16,2024-01-18,81,3,32,4,0.94,241.67,ASIA,Family,0.4398826979472141,9,6.82,1307.51,525.57,2529.7,0.0,87.43,0.0,4832.98
026K,135.48,0,34.95,Classic,2023-10-31,2023-12-25,31,4,46,4,0.17,176.8,ASEAN,Individual,0.6655574043261232,4,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232Z,281.08,0,110.88,Classic,2023-05-03,2023-11-18,48,7,18,1,2.82,849.7,ASEAN,Group,1.1363636363636362,19,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016I,290.79,0,97.14,Classic,2022-11-27,2023-02-04,86,12,39,1,1.37,147.3,ASEAN,Group,1.5686274509803921,5,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,50.0,0,1.88,Deluxe,2023-09-28,2022-10-11,81,6,25,2,2.19,527.56,WORLDWIDE,Individual,0.77,14,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710D,380.25,0,26.77,Classic,2023-01-24,2022-10-10,62,2,38,3,1.31,148.32,ASEAN,Group,2.531645569620253,18,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,238.97,0,37.39,Deluxe,2023-04-13,2022-06-18,50,2,57,2,1.07,448.46,ASIA,Family,0.39603960396039606,29,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278R,172.85,0,37.65,Classic,2024-01-01,2023-11-16,56,11,46,2,2.51,854.45,ASEAN,Individual,2.06,19,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,514.09,0,181.96,Deluxe,2023-09-29,2024-01-02,50,1,59,3,2.54,166.39,ASIA,Individual,0.17574692442882248,3,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819N,349.03,1,113.46,Deluxe,2023-04-30,2023-02-12,70,8,27,2,0.23,710.25,ASEAN,Individual,1.8306636155606406,20,4.37,13.09,0.0,0.0,0.0,0.0,0.0,15.02
577O,483.49,1,104.41,Deluxe,2022-05-06,2022-04-27,45,12,56,2,0.51,844.29,WORLDWIDE,Family,2.8776978417266186,19,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326P,556.48,0,136.93,Deluxe,2023-01-06,2022-05-20,50,6,73,1,2.63,542.13,ASEAN,Individual,0.9360374414976599,3,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,463.09,1,135.18,Deluxe,2023-11-14,2023-05-19,23,14,43,4,2.16,141.11,ASEAN,Individual,0.52,4,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030Z,587.95,0,84.63,Deluxe,2023-05-08,2023-03-17,29,10,40,3,2.03,284.65,WORLDWIDE,Group,1.7152658662092624,6,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,376.29,2,74.29,Classic,2023-02-16,2023-11-07,35,9,71,2,1.71,52.04,WORLDWIDE,Family,1.85,9,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321V,178.62,0,40.24,Classic,2022-04-05,2022-03-07,26,8,26,1,0.34,977.68,WORLDWIDE,Family,0.69,21,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532Q,452.91,0,2.46,Deluxe,2023-12-09,2023-07-30,60,3,31,1,2.77,829.5,ASIA,Individual,0.56,25,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341H,267.86,1,16.11,Deluxe,2022-09-17,2022-12-24,38,4,59,4,0.33,768.35,ASEAN,Individual,0.54421768707483,26,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216B,453.4,0,106.41,Classic,2024-01-18,2022-08-02,4,11,68,3,1.53,611.46,WORLDWIDE,Group,3.7542662116040955,12,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656N,427.04,0,162.11,Deluxe,2023-04-17,2022-06-28,72,13,36,4,0.23,899.16,ASEAN,Family,1.32,25,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280L,145.04,0,2.82,Classic,2023-12-10,2022-12-18,77,7,25,3,0.77,992.61,ASIA,Group,1.43,12,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423Y,268.76,0,99.31,Classic,2023-11-17,2024-02-09,71,6,37,3,2.87,159.57,ASEAN,Individual,1.44,17,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,322.3,1,17.89,Classic,2022-10-01,2023-01-28,3,14,25,4,1.4,840.85,ASEAN,Family,2.4390243902439024,12,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325Y,395.67,0,110.43,Classic,2023-12-02,2022-03-09,11,14,74,3,2.0,189.23,ASIA,Individual,4.01,13,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998K,324.64,0,86.86,Classic,2023-02-15,2023-10-19,53,7,54,1,0.31,53.52,ASIA,Individual,0.92,27,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161R,377.67,0,4.47,Preferred,2022-11-05,2023-06-21,67,11,32,3,2.57,311.44,WORLDWIDE,Family,3.353658536585366,8,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014F,268.2,0,98.95,Deluxe,2023-05-14,2023-10-09,66,13,31,1,0.21,419.2,ASEAN,Family,0.82,15,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662T,318.91,0,53.25,Classic,2022-07-12,2023-10-19,86,6,65,1,2.54,197.84,ASEAN,Family,1.18,23,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936P,352.17,0,106.07,Classic,2023-04-04,2022-02-05,80,12,47,1,2.96,980.99,WORLDWIDE,Individual,2.76,23,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514Q,333.77,2,125.62,Classic,2022-04-27,2023-07-03,4,11,42,4,0.86,632.94,ASEAN,Individual,3.0054644808743167,6,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578O,491.83,1,187.62,Deluxe,2023-12-30,2022-03-06,51,5,28,3,0.91,575.87,ASIA,Family,1.1655011655011656,7,4.29,0.0,0.0,0.0,87.29,0.0,0.0,94.99
232Z,309.49,0,38.26,Classic,2023-07-09,2023-12-13,63,13,62,1,0.87,68.4,WORLDWIDE,Individual,1.42,29,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822V,180.56,1,59.2,Classic,2022-04-01,2022-10-23,52,3,53,1,0.45,499.24,ASEAN,Family,0.4934210526315789,29,6.08,0.0,0.0,0.0,62.41,0.0,0.0,65.97
563I,385.89,1,9.65,Classic,2022-12-15,2022-06-26,70,6,44,3,1.57,709.72,ASEAN,Group,0.7604562737642586,4,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395G,669.71,1,130.63,Preferred,2022-08-23,2022-02-19,85,9,20,3,2.35,51.34,ASEAN,Individual,3.515625,12,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,241.1,0,61.38,Classic,2023-11-11,2024-02-05,29,8,32,2,1.98,878.96,ASIA,Group,1.45,23,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393A,737.96,1,222.93,Deluxe,2023-08-14,2022-12-06,76,2,25,3,1.74,912.03,WORLDWIDE,Group,3.08,5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
