ClaimNo_AT,AccidentDesc,AccidentTypeDesc,DriverNric
POL-2023-972481,Vehicle collided with barrier at highway. Driver experienced concussion. Windy conditions.,vehicle,S3708745D
POL-2020-415676,Car accident on Highway 1 involving 2 vehicles. whiplash reported. minor scratches to vehicle.,vehicle,S4129128C
POL-2022-512320,"Fire damage at downtown. electronics, clothing, documents destroyed. Total loss estimated at $10000.",property,S6032414E
POL-2023-260984,"Allergic reaction to shellfish. Experienced severe headache, fever. Emergency treatment required. Seeking full compensation.",medical,S3236510B
POL-2022-658229,Trip cancelled due to political unrest. Non-refundable bookings worth $2500.,travel,S3808004A
POL-2021-768993,Food poisoning at street vendor. Symptoms included difficulty breathing. Hospitalized for 5 days.,medical,S9203917G
POL-2023-466321,Allergic reaction to latex. Experienced difficulty breathing. Emergency treatment required.,medical,S5836035C
POL-2020-349406,Injured knee while playing skiing. shoulder pain diagnosed. Treatment: emergency surgery. Photos attached.,sports,S8275092E
POL-2024-323334,Passport stolen in parking lot. Had to changing lanes. Additional costs incurred.,travel,S2838097G
POL-2022-708780,Hit and run incident in residential area. Vehicle minor scratches. Driver had knee injury.,vehicle,S5640013G
POL-2021-796529,Hit and run incident in residential area. Vehicle minor scratches. Driver had concussion.,vehicle,S7956580A
POL-2021-865732,Hit and run incident in highway. Vehicle significant damage. Driver had concussion.,vehicle,S6244806B
POL-2023-944431,Allergic reaction to medication. Experienced dizziness. Emergency treatment required. Previous claim history: none.,medical,S5908573F
POL-2021-556912,Car accident on Main Street involving multiple vehicles. neck strain reported. front bumper damaged to vehicle.,vehicle,S5847120E
POL-2024-410268,Single vehicle accident due to slippery road. shoulder pain sustained. Vehicle minor scratches.,vehicle,S6895838E
POL-2021-247457,Single vehicle accident due to mechanical failure. neck strain sustained. Vehicle front bumper damaged.,vehicle,S6721155A
POL-2024-189486,Car accident on Highway 1 involving 2 vehicles. neck strain reported. minor scratches to vehicle.,vehicle,S8358316G
POL-2023-734582,Allergic reaction to medication. Experienced severe pain. Emergency treatment required.,medical,S9794913H
POL-2022-865846,Sudden chest pain while sightseeing. Transported to hospital. specialized care administered.,medical,S1501375A
POL-2023-863822,Food poisoning at cruise ship dining. Symptoms included difficulty breathing. Hospitalized for 1 days.,medical,S3602752G
POL-2021-915167,"Burglary at residence. jewelry, camera equipment stolen. Property damage includes rear damage.",property,S4984356E
POL-2022-278946,Vehicle collided with cyclist at intersection. Driver experienced back pain. Clear conditions.,vehicle,S5959957H
POL-2023-246462,"Allergic reaction to peanuts. Experienced severe headache, fever. Emergency treatment required. No witnesses present.",medical,S6004447D
POL-2020-402467,Hit and run incident in downtown. Vehicle significant damage. Driver had bruises.,vehicle,S2594271G
POL-2024-631105,Single vehicle accident due to slippery road. neck strain sustained. Vehicle rear damage.,vehicle,S9048196C
POL-2020-790198,Equipment failure during cycling resulted in shoulder pain. Required physical therapy.,sports,S1506033F
POL-2021-871234,"Luggage lost on flight from Sydney to Paris. Contained business documents, laptop.",travel,S8910656F
POL-2020-460703,Car accident on Park Avenue involving 3 vehicles. knee injury reported. rear damage to vehicle.,vehicle,S2795940E
POL-2022-647739,Single vehicle accident due to animal crossing. bruises sustained. Vehicle front bumper damaged.,vehicle,S9963953D
POL-2022-363248,Storm damage to apartment. front bumper damaged observed. Temporary accommodation needed.,property,S3295333A
POL-2020-197632,Food poisoning at street vendor. Symptoms included dizziness. Hospitalized for 5 days.,medical,S5623848C
POL-2021-847847,Storm damage to office. rear damage observed. Temporary accommodation needed.,property,S8560446E
POL-2020-169861,Car accident on Main Street involving 3 vehicles. concussion reported. minor scratches to vehicle.,vehicle,S1571364H
POL-2022-830175,Trip cancelled due to family emergency. Non-refundable bookings worth $1000.,travel,S1393957E
POL-2020-634448,Water damage to home due to brake failure. Estimated repair cost $1000.,property,S8239495C
POL-2020-251122,Fall during football practice. knee injury to elbow. X-ray showed muscle strain.,sports,S1859695E
POL-2021-773811,Vehicle collided with pole at residential area. Driver experienced whiplash. Rainy conditions. Previous claim history: none.,vehicle,S7586725A
POL-2022-271511,Sudden heart palpitations while traveling. Transported to hospital. medication administered.,medical,S9421949F
POL-2020-235539,Food poisoning at cruise ship dining. Symptoms included severe pain. Hospitalized for 4 days.,medical,S3146043G
POL-2020-291184,Pre-existing chest pain aggravated during travel. Required medication.,medical,S1075822E
POL-2024-801816,Fall during tennis practice. neck strain to ankle. X-ray showed muscle strain. No witnesses present.,sports,S1185897A
POL-2020-908366,Passport stolen in office building. Had to slowing down. Additional costs incurred. Urgent processing requested.,travel,S4544066F
POL-2023-975723,Car accident on Route 66 involving multiple vehicles. shoulder pain reported. rear damage to vehicle. Urgent processing requested.,vehicle,S6305764H
POL-2023-783678,Flight delayed for 24 hours. Missed tour booking. Incurred $5000 in expenses.,travel,S2184905B
POL-2023-551238,Vehicle collided with pole at office building. Driver experienced shoulder pain. Icy conditions.,vehicle,S4636965C
POL-2024-831929,"Burglary at residence. business documents, laptop stolen. Property damage includes minor scratches.",property,S8710892G
POL-2020-513060,Food poisoning at hotel restaurant. Symptoms included severe pain. Hospitalized for 3 days.,medical,S9494509F
POL-2024-895598,Rear-ended by another vehicle while stopped at traffic light. Suffered fractured ribs. Police report filed.,vehicle,S6430008E
POL-2023-661511,Rear-ended by another vehicle while changing lanes. Suffered back pain. Police report filed. Urgent processing requested.,vehicle,S5456716B
POL-2021-788006,Single vehicle accident due to brake failure. whiplash sustained. Vehicle total loss.,vehicle,S6167762H
POL-2022-392225,Hit and run incident in intersection. Vehicle total loss. Driver had back pain. Insurance claim to follow.,vehicle,S6469952F
POL-2024-721393,Flight delayed for 24 hours. Missed connecting flight. Incurred $2000 in expenses.,travel,S1099869F
POL-2020-811481,Fell ill with stomach flu during trip to India. Medical expenses $10000.,travel,S7456921G
POL-2021-664168,Rear-ended by another vehicle while slowing down. Suffered neck strain. Police report filed. Urgent processing requested.,vehicle,S9750893F
POL-2020-215354,Rear-ended by another vehicle while slowing down. Suffered shoulder pain. Police report filed.,vehicle,S2601401C
POL-2024-951404,"Food poisoning at local restaurant. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 4 days.",medical,S6675569F
POL-2021-624839,Vehicle collided with cyclist at office building. Driver experienced bruises. Icy conditions. Insurance claim to follow.,vehicle,S1284210A
POL-2022-940587,Fell ill with dengue fever during trip to India. Medical expenses $10000.,travel,S1915034G
POL-2024-157421,Passport stolen in parking lot. Had to changing lanes. Additional costs incurred. No witnesses present.,travel,S6058488C
POL-2021-467638,"Luggage lost on flight from Singapore to Paris. Contained business documents, laptop.",travel,S8748057H
POL-2020-764563,Slipped and fell at downtown. Resulted in fractured ribs. Required medication.,medical,S6679583D
POL-2021-492166,Vandalism to home. minor scratches requiring professional repair.,property,S3478381B
POL-2021-590470,Single vehicle accident due to tire blowout. bruises sustained. Vehicle total loss.,vehicle,S2972910H
POL-2021-552841,Injured back while playing skiing. back pain diagnosed. Treatment: physical therapy.,sports,S8254317B
POL-2022-723195,Fell ill with dengue fever during trip to Brazil. Medical expenses $25000.,travel,S6860268F
POL-2023-347390,Hit and run incident in parking lot. Vehicle total loss. Driver had neck strain. Seeking full compensation.,vehicle,S6738706H
POL-2021-832044,Rear-ended by another vehicle while stopped at traffic light. Suffered bruises. Police report filed.,vehicle,S5461398A
POL-2022-201735,Passport stolen in downtown. Had to slowing down. Additional costs incurred.,travel,S7173221H
POL-2023-693113,Trip cancelled due to political unrest. Non-refundable bookings worth $2500.,travel,S5177467H
POL-2023-766911,Rear-ended by another vehicle while turning left. Suffered shoulder pain. Police report filed.,vehicle,S4675244B
POL-2023-799278,Sudden heart palpitations while dining. Transported to hospital. medication administered.,medical,S3897158B
POL-2022-109541,Rear-ended by another vehicle while parking. Suffered back pain. Police report filed.,vehicle,S3592702G
POL-2024-883490,Overexertion during working caused knee injury. Doctor recommended medication. Seeking full compensation.,sports,S7258749E
POL-2024-320633,Collision with cyclist during football activity. Sustained bruises. Photos attached.,sports,S9227135B
POL-2021-263723,Single vehicle accident due to slippery road. bruises sustained. Vehicle front bumper damaged.,vehicle,S6647364F
POL-2022-830908,Car accident on Interstate 95 involving multiple vehicles. whiplash reported. total loss to vehicle. No witnesses present.,vehicle,S2333234A
POL-2024-827977,Slipped and fell at office building. Resulted in neck strain. Required emergency surgery. No witnesses present.,medical,S1831703B
POL-2020-880413,Collision with another vehicle during skiing activity. Sustained bruises. Seeking full compensation.,sports,S4702619B
POL-2021-617162,Hit and run incident in downtown. Vehicle total loss. Driver had back pain.,vehicle,S1488062D
POL-2021-929678,Flight delayed for 24 hours. Missed cruise departure. Incurred $2000 in expenses.,travel,S1029804H
POL-2024-102306,Flight delayed for 3 hours. Missed cruise departure. Incurred $1000 in expenses. Insurance claim to follow.,travel,S8208729G
POL-2022-381088,Water damage to storage unit due to tire blowout. Estimated repair cost $10000.,property,S8426675A
POL-2021-446391,"Luggage lost on flight from Singapore to Bangkok. Contained jewelry, camera equipment.",travel,S5236718C
POL-2024-890048,Pre-existing diabetic emergency aggravated during travel. Required emergency surgery.,medical,S1911884E
POL-2022-391483,Vehicle collided with tree at highway. Driver experienced knee injury. Snowy conditions. Photos attached.,vehicle,S1782914B
POL-2020-159969,Food poisoning at hotel restaurant. Symptoms included difficulty breathing. Hospitalized for 3 days.,medical,S2764001C
POL-2021-547501,Food poisoning at street vendor. Symptoms included severe pain. Hospitalized for 3 days.,medical,S5924238C
POL-2024-288000,"Allergic reaction to medication. Experienced severe headache, fever. Emergency treatment required.",medical,S2608889C
POL-2024-517984,Single vehicle accident due to slippery road. fractured ribs sustained. Vehicle significant damage.,vehicle,S5511561F
POL-2022-868004,Food poisoning at cruise ship dining. Symptoms included dizziness. Hospitalized for 5 days. No witnesses present.,medical,S9941881F
POL-2020-287216,Fall during basketball practice. concussion to shoulder. X-ray showed no fracture. Previous claim history: none.,sports,S2405337G
POL-2022-975406,Storm damage to vehicle. front bumper damaged observed. Temporary accommodation needed.,property,S2335252B
POL-2021-911837,Fell ill with dengue fever during trip to Mexico. Medical expenses $1000.,travel,S3127370D
POL-2021-134282,Car accident on Highway 1 involving 4 vehicles. shoulder pain reported. minor scratches to vehicle.,vehicle,S8792111F
POL-2022-356873,Water damage to vehicle due to brake failure. Estimated repair cost $10000.,property,S1612293B
POL-2022-905351,Injured elbow while playing cycling. fractured ribs diagnosed. Treatment: medication. Photos attached.,sports,S3096963C
POL-2020-734757,Vehicle collided with another vehicle at office building. Driver experienced fractured ribs. Foggy conditions.,vehicle,S3836700A
POL-2023-510872,Hit and run incident in parking lot. Vehicle total loss. Driver had bruises.,vehicle,S8853748G
POL-2022-535728,Water damage to office due to brake failure. Estimated repair cost $10000. Urgent processing requested.,property,S4395397C
POL-2022-486676,Rear-ended by another vehicle while turning left. Suffered shoulder pain. Police report filed.,vehicle,S6210909A
POL-2023-229713,Fell ill with food poisoning during trip to Mexico. Medical expenses $25000.,travel,S3544031B
POL-2023-423595,Pre-existing heart palpitations aggravated during travel. Required observation. Seeking full compensation.,medical,S8010591B
POL-2020-622804,Vehicle collided with pedestrian at downtown. Driver experienced knee injury. Clear conditions.,vehicle,S6553760C
POL-2020-433488,Vehicle collided with barrier at shopping mall. Driver experienced knee injury. Foggy conditions.,vehicle,S4388934H
POL-2024-209722,Overexertion during traveling caused shoulder pain. Doctor recommended physical therapy. Insurance claim to follow.,sports,S9169513E
POL-2023-259408,Hit and run incident in shopping mall. Vehicle minor scratches. Driver had bruises.,vehicle,S3032186C
POL-2020-602342,Trip cancelled due to medical emergency. Non-refundable bookings worth $10000.,travel,S6322790D
POL-2022-873280,Pre-existing diabetic emergency aggravated during travel. Required emergency surgery.,medical,S5195216H
POL-2020-491533,Sudden diabetic emergency while traveling. Transported to hospital. emergency surgery administered.,medical,S7166881E
POL-2022-244203,"Luggage lost on flight from Singapore to Los Angeles. Contained jewelry, camera equipment.",travel,S4079865D
POL-2021-360828,"Luggage lost on flight from London to Bangkok. Contained electronics, clothing, documents. Urgent processing requested.",travel,S8091284C
POL-2024-617364,Fell ill with food poisoning during trip to Mexico. Medical expenses $2500.,travel,S3615366G
POL-2024-704817,"Luggage lost on flight from Sydney to Dubai. Contained jewelry, camera equipment.",travel,S7509780A
POL-2022-372884,Single vehicle accident due to mechanical failure. whiplash sustained. Vehicle front bumper damaged. No witnesses present.,vehicle,S7261813D
POL-2020-560543,Slipped and fell at residential area. Resulted in back pain. Required observation. Photos attached.,medical,S5737605F
POL-2024-995446,Flight delayed for 12 hours. Missed cruise departure. Incurred $5000 in expenses. Insurance claim to follow.,travel,S9430521E
POL-2023-955700,Food poisoning at hotel restaurant. Symptoms included severe pain. Hospitalized for 4 days. Urgent processing requested.,medical,S8234092A
POL-2024-981424,Trip cancelled due to weather. Non-refundable bookings worth $10000. Photos attached.,travel,S1314468G
POL-2022-607412,"Burglary at residence. business documents, laptop stolen. Property damage includes rear damage.",property,S3314675B
POL-2022-542694,Single vehicle accident due to brake failure. shoulder pain sustained. Vehicle rear damage. Seeking full compensation.,vehicle,S7599770F
POL-2022-516551,Slipped and fell at residential area. Resulted in neck strain. Required medication. Seeking full compensation.,medical,S1077537A
POL-2022-608718,Vehicle collided with cyclist at parking lot. Driver experienced whiplash. Snowy conditions. No witnesses present.,vehicle,S2708532C
POL-2023-874423,Injured back while playing basketball. knee injury diagnosed. Treatment: observation.,sports,S2069581B
POL-2020-269351,Flight delayed for 3 hours. Missed tour booking. Incurred $500 in expenses.,travel,S9556457B
POL-2022-931518,Sudden asthma attack while sightseeing. Transported to hospital. observation administered. Previous claim history: none.,medical,S2445884F
POL-2022-743114,"Fire damage at intersection. jewelry, camera equipment destroyed. Total loss estimated at $2500. Seeking full compensation.",property,S8645312A
POL-2023-173101,Passport stolen in parking lot. Had to parking. Additional costs incurred.,travel,S1792020D
POL-2021-432362,Pre-existing diabetic emergency aggravated during travel. Required observation.,medical,S9270649F
POL-2022-361899,Pre-existing heart palpitations aggravated during travel. Required observation.,medical,S4033920G
POL-2022-418771,Hit and run incident in highway. Vehicle significant damage. Driver had back pain.,vehicle,S6652938C
POL-2023-328452,Equipment failure during cycling resulted in fractured ribs. Required physical therapy.,sports,S6585537C
POL-2021-587415,Allergic reaction to latex. Experienced dizziness. Emergency treatment required. Previous claim history: none.,medical,S1711101F
POL-2020-844978,Vehicle collided with tree at highway. Driver experienced shoulder pain. Normal conditions.,vehicle,S6643935B
POL-2022-747455,Fell ill with food poisoning during trip to Egypt. Medical expenses $1000. Insurance claim to follow.,travel,S7306972A
POL-2023-717430,Pre-existing chest pain aggravated during travel. Required specialized care.,medical,S7308675G
POL-2020-299963,Sudden chest pain while traveling. Transported to hospital. medication administered.,medical,S4360676H
POL-2024-619606,Car accident on Park Avenue involving multiple vehicles. back pain reported. significant damage to vehicle.,vehicle,S6524461E
POL-2021-658946,"Allergic reaction to insect sting. Experienced nausea, vomiting, diarrhea. Emergency treatment required.",medical,S2007330A
POL-2020-712219,Fall during tennis practice. neck strain to knee. X-ray showed no fracture.,sports,S8605974D
POL-2022-504169,Flight delayed for 6 hours. Missed cruise departure. Incurred $2000 in expenses. Previous claim history: none.,travel,S3357407F
POL-2021-563239,Trip cancelled due to medical emergency. Non-refundable bookings worth $10000.,travel,S3496372H
POL-2020-367296,Fall during skiing practice. back pain to elbow. X-ray showed minor fracture.,sports,S1776928H
POL-2021-602542,Trip cancelled due to weather. Non-refundable bookings worth $10000.,travel,S4201667A
POL-2020-475357,Vehicle collided with pedestrian at residential area. Driver experienced bruises. Snowy conditions.,vehicle,S4208767C
POL-2023-453701,Car accident on Main Street involving 3 vehicles. fractured ribs reported. total loss to vehicle. Seeking full compensation.,vehicle,S8184406A
POL-2024-362599,Car accident on Main Street involving multiple vehicles. shoulder pain reported. rear damage to vehicle.,vehicle,S1142906G
POL-2020-446111,Single vehicle accident due to animal crossing. neck strain sustained. Vehicle rear damage. Seeking full compensation.,vehicle,S4670212C
POL-2022-669801,Flight delayed for 48 hours. Missed cruise departure. Incurred $5000 in expenses. Urgent processing requested.,travel,S1590190F
POL-2020-837221,Car accident on Main Street involving 4 vehicles. shoulder pain reported. significant damage to vehicle. No witnesses present.,vehicle,S1241587E
POL-2022-664614,Trip cancelled due to medical emergency. Non-refundable bookings worth $25000.,travel,S4307688E
POL-2020-630949,"Allergic reaction to insect sting. Experienced severe headache, fever. Emergency treatment required.",medical,S5617059D
POL-2023-805077,Car accident on Highway 1 involving multiple vehicles. shoulder pain reported. front bumper damaged to vehicle. Urgent processing requested.,vehicle,S8049612E
POL-2024-478142,Slipped and fell at shopping mall. Resulted in back pain. Required medication. Previous claim history: none.,medical,S1776314G
POL-2024-601929,Food poisoning at hotel restaurant. Symptoms included severe pain. Hospitalized for 3 days.,medical,S1490680C
POL-2024-453938,Car accident on Interstate 95 involving 2 vehicles. back pain reported. significant damage to vehicle. No witnesses present.,vehicle,S1524047G
POL-2021-181322,Injured ankle while playing skiing. shoulder pain diagnosed. Treatment: medication.,sports,S9545637C
POL-2024-972854,Vehicle collided with tree at office building. Driver experienced neck strain. Icy conditions.,vehicle,S4425796C
POL-2024-769410,Fell ill with altitude sickness during trip to Mexico. Medical expenses $5000. Insurance claim to follow.,travel,S6017161A
POL-2023-130525,Sudden seizure while working. Transported to hospital. medication administered. Photos attached.,medical,S5264047G
POL-2021-506719,Fell ill with dengue fever during trip to Brazil. Medical expenses $2500. Previous claim history: none.,travel,S2009613C
POL-2020-906128,Flight delayed for 6 hours. Missed cruise departure. Incurred $1000 in expenses.,travel,S5773800G
POL-2023-592222,Water damage to apartment due to tire blowout. Estimated repair cost $25000.,property,S5901031D
POL-2020-837095,"Food poisoning at cruise ship dining. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 4 days. Urgent processing requested.",medical,S2175353F
POL-2024-841703,Vandalism to storage unit. front bumper damaged requiring professional repair. Photos attached.,property,S1302026E
POL-2024-871797,"Burglary at residence. jewelry, camera equipment stolen. Property damage includes front bumper damaged.",property,S2188804C
POL-2020-949687,Car accident on Interstate 95 involving multiple vehicles. neck strain reported. total loss to vehicle. Seeking full compensation.,vehicle,S4983833C
POL-2022-878419,Water damage to home due to tire blowout. Estimated repair cost $5000.,property,S9185362A
POL-2022-308852,Flight delayed for 48 hours. Missed connecting flight. Incurred $500 in expenses.,travel,S8027617F
POL-2022-788904,Pre-existing seizure aggravated during travel. Required emergency surgery.,medical,S5828150G
POL-2020-932695,"Food poisoning at cruise ship dining. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 5 days.",medical,S1838538H
POL-2021-652047,Vehicle collided with pole at highway. Driver experienced neck strain. Foggy conditions. Urgent processing requested.,vehicle,S3793306C
POL-2020-579968,Flight delayed for 48 hours. Missed cruise departure. Incurred $1000 in expenses.,travel,S9825320E
POL-2023-194896,Pre-existing heart palpitations aggravated during travel. Required emergency surgery.,medical,S3733439F
POL-2020-722993,Overexertion during exercising caused bruises. Doctor recommended medication. No witnesses present.,sports,S7707458E
POL-2022-706314,Passport stolen in shopping mall. Had to stopped at traffic light. Additional costs incurred.,travel,S9045630B
POL-2022-491692,Sudden seizure while traveling. Transported to hospital. observation administered. Photos attached.,medical,S8590457E
POL-2020-847192,"Luggage lost on flight from Sydney to Los Angeles. Contained electronics, clothing, documents. Urgent processing requested.",travel,S3018877D
POL-2023-917078,Flight delayed for 3 hours. Missed connecting flight. Incurred $2000 in expenses. Seeking full compensation.,travel,S4816808E
POL-2022-971565,Sudden seizure while sightseeing. Transported to hospital. medication administered.,medical,S8341311B
POL-2020-137118,Pre-existing seizure aggravated during travel. Required specialized care.,medical,S8220429A
POL-2024-149732,Equipment failure during skiing resulted in whiplash. Required physical therapy. Urgent processing requested.,sports,S5415991C
POL-2021-161449,Food poisoning at cruise ship dining. Symptoms included difficulty breathing. Hospitalized for 4 days. Insurance claim to follow.,medical,S7860209G
POL-2024-916642,Car accident on Main Street involving 4 vehicles. fractured ribs reported. minor scratches to vehicle.,vehicle,S9003794A
POL-2023-107660,Hit and run incident in downtown. Vehicle rear damage. Driver had whiplash. Insurance claim to follow.,vehicle,S4543988B
POL-2023-279589,"Fire damage at office building. electronics, clothing, documents destroyed. Total loss estimated at $25000.",property,S1140602H
POL-2022-343956,"Luggage lost on flight from Sydney to Bangkok. Contained jewelry, camera equipment.",travel,S1916451E
POL-2021-851457,Hit and run incident in office building. Vehicle rear damage. Driver had neck strain.,vehicle,S7223622A
POL-2022-207355,Passport stolen in office building. Had to turning left. Additional costs incurred.,travel,S8996350C
POL-2021-672836,Passport stolen in intersection. Had to changing lanes. Additional costs incurred.,travel,S2442059H
POL-2022-341530,Allergic reaction to shellfish. Experienced difficulty breathing. Emergency treatment required. Insurance claim to follow.,medical,S9961009F
POL-2021-215229,Vehicle collided with tree at residential area. Driver experienced back pain. Rainy conditions.,vehicle,S4478869F
POL-2024-851618,Pre-existing asthma attack aggravated during travel. Required physical therapy. Urgent processing requested.,medical,S7182911F
POL-2020-357849,Rear-ended by another vehicle while parking. Suffered knee injury. Police report filed.,vehicle,S5133399E
POL-2022-220596,Fell ill with COVID-19 during trip to Mexico. Medical expenses $5000.,travel,S4562769G
POL-2021-466276,Slipped and fell at office building. Resulted in shoulder pain. Required medication.,medical,S7834603A
POL-2020-601810,Overexertion during exercising caused neck strain. Doctor recommended observation.,sports,S7313009E
POL-2021-102668,Rear-ended by another vehicle while slowing down. Suffered neck strain. Police report filed.,vehicle,S5455349B
POL-2023-132583,Hit and run incident in downtown. Vehicle front bumper damaged. Driver had shoulder pain.,vehicle,S7313786D
POL-2023-833700,Sudden heart palpitations while traveling. Transported to hospital. medication administered. Seeking full compensation.,medical,S3526056G
POL-2021-125203,"Luggage lost on flight from Tokyo to Paris. Contained business documents, laptop.",travel,S9233502B
POL-2021-552791,Slipped and fell at office building. Resulted in shoulder pain. Required medication.,medical,S4630929D
POL-2023-968523,Car accident on Highway 1 involving multiple vehicles. concussion reported. front bumper damaged to vehicle. No witnesses present.,vehicle,S5119863H
POL-2022-964581,Overexertion during dining caused fractured ribs. Doctor recommended physical therapy.,sports,S2859343C
POL-2022-671765,"Luggage lost on flight from New York to Paris. Contained jewelry, camera equipment.",travel,S7852820C
POL-2024-593486,Flight delayed for 12 hours. Missed cruise departure. Incurred $500 in expenses.,travel,S5369897E
POL-2023-492187,Fall during football practice. whiplash to wrist. X-ray showed no fracture.,sports,S2616656E
POL-2023-922078,Allergic reaction to peanuts. Experienced severe pain. Emergency treatment required.,medical,S5119076D
POL-2022-745739,Trip cancelled due to family emergency. Non-refundable bookings worth $5000.,travel,S4510731E
POL-2021-956699,Trip cancelled due to political unrest. Non-refundable bookings worth $5000.,travel,S6949316F
POL-2021-311365,Pre-existing diabetic emergency aggravated during travel. Required medication. Previous claim history: none.,medical,S6717581C
POL-2020-536440,"Food poisoning at hotel restaurant. Symptoms included nausea, vomiting, diarrhea. Hospitalized for 5 days. Previous claim history: none.",medical,S3056151D
POL-2021-367959,"Fire damage at intersection. business documents, laptop destroyed. Total loss estimated at $1000.",property,S6746718A
POL-2023-190787,"Allergic reaction to medication. Experienced severe headache, fever. Emergency treatment required.",medical,S1758692G
POL-2020-612854,Injured wrist while playing cycling. whiplash diagnosed. Treatment: specialized care. Urgent processing requested.,sports,S7452337C
POL-2020-983890,Vehicle collided with pole at residential area. Driver experienced shoulder pain. Icy conditions.,vehicle,S3931661B
POL-2022-778581,Collision with divider during tennis activity. Sustained bruises.,sports,S6098341A
POL-2022-843344,Passport stolen in office building. Had to slowing down. Additional costs incurred.,travel,S9780313G
POL-2024-473393,Food poisoning at street vendor. Symptoms included difficulty breathing. Hospitalized for 3 days.,medical,S3985385A
POL-2020-552415,Flight delayed for 24 hours. Missed cruise departure. Incurred $1000 in expenses.,travel,S1242116D
POL-2022-175817,Rear-ended by another vehicle while parking. Suffered neck strain. Police report filed.,vehicle,S6428861H
POL-2024-249841,Vandalism to office. total loss requiring professional repair.,property,S9655232E
POL-2021-117256,Flight delayed for 3 hours. Missed connecting flight. Incurred $2000 in expenses.,travel,S2039559E
POL-2024-876512,Hit and run incident in intersection. Vehicle significant damage. Driver had shoulder pain.,vehicle,S4722278B
POL-2021-253232,"Fire damage at parking lot. electronics, clothing, documents destroyed. Total loss estimated at $10000.",property,S5827968D
POL-2021-676046,Flight delayed for 3 hours. Missed tour booking. Incurred $500 in expenses.,travel,S3725607D
POL-2020-527079,Overexertion during traveling caused concussion. Doctor recommended emergency surgery.,sports,S6006865E
POL-2024-281844,"Luggage lost on flight from New York to Dubai. Contained business documents, laptop.",travel,S2972018F
POL-2022-951233,Sudden seizure while sightseeing. Transported to hospital. emergency surgery administered.,medical,S9755242C
POL-2022-802713,Vehicle collided with barrier at parking lot. Driver experienced whiplash. Icy conditions. Urgent processing requested.,vehicle,S8608139F
POL-2021-132369,Vehicle collided with cyclist at office building. Driver experienced back pain. Rainy conditions.,vehicle,S2131537B
POL-2021-413778,"Luggage lost on flight from London to Los Angeles. Contained business documents, laptop. Photos attached.",travel,S5254671E
POL-2021-478862,Storm damage to apartment. significant damage observed. Temporary accommodation needed.,property,S7495116B
POL-2024-582380,Car accident on Highway 1 involving 2 vehicles. knee injury reported. front bumper damaged to vehicle.,vehicle,S8401036D
POL-2022-884718,Rear-ended by another vehicle while parking. Suffered shoulder pain. Police report filed.,vehicle,S5942239A
POL-2024-915187,"Burglary at residence. electronics, clothing, documents stolen. Property damage includes front bumper damaged.",property,S6131212B
POL-2021-680557,Car accident on Park Avenue involving 4 vehicles. neck strain reported. significant damage to vehicle. Seeking full compensation.,vehicle,S8676037D
POL-2023-572903,Passport stolen in downtown. Had to parking. Additional costs incurred. Urgent processing requested.,travel,S6987563H
POL-2023-313635,Hit and run incident in parking lot. Vehicle minor scratches. Driver had knee injury.,vehicle,S9843639G
POL-2023-278015,Water damage to home due to slippery road. Estimated repair cost $5000.,property,S9833419D
POL-2024-167135,Hit and run incident in residential area. Vehicle significant damage. Driver had concussion. Urgent processing requested.,vehicle,S7193191F
POL-2021-219185,Vehicle collided with divider at parking lot. Driver experienced back pain. Icy conditions.,vehicle,S6689319A
POL-2021-830044,"Fire damage at parking lot. jewelry, camera equipment destroyed. Total loss estimated at $2500.",property,S9761443C
POL-2022-874294,Vandalism to vehicle. front bumper damaged requiring professional repair. Insurance claim to follow.,property,S4298187E
POL-2021-918378,Vehicle collided with another vehicle at downtown. Driver experienced shoulder pain. Foggy conditions. Insurance claim to follow.,vehicle,S5000874A
POL-2022-370267,Car accident on Main Street involving multiple vehicles. back pain reported. minor scratches to vehicle.,vehicle,S5777578E
POL-2022-454071,Single vehicle accident due to slippery road. whiplash sustained. Vehicle front bumper damaged.,vehicle,S8516172A
POL-2021-956879,Allergic reaction to latex. Experienced difficulty breathing. Emergency treatment required. Previous claim history: none.,medical,S4016172F
POL-2021-306482,"Fire damage at highway. jewelry, camera equipment destroyed. Total loss estimated at $2500.",property,S9707171C
POL-2021-355243,Vehicle collided with tree at office building. Driver experienced knee injury. Windy conditions. Seeking full compensation.,vehicle,S3810555C
POL-2022-468151,Injured back while playing skiing. whiplash diagnosed. Treatment: observation. No witnesses present.,sports,S3883046G
POL-2024-417349,Slipped and fell at intersection. Resulted in whiplash. Required medication.,medical,S2072752D
POL-2022-749502,Vehicle collided with barrier at office building. Driver experienced concussion. Normal conditions.,vehicle,S3811782H
POL-2021-500315,Flight delayed for 12 hours. Missed hotel reservation. Incurred $1000 in expenses.,travel,S7189684F
POL-2024-848804,Sudden asthma attack while dining. Transported to hospital. observation administered. Insurance claim to follow.,medical,S1726522D
POL-2023-917702,Rear-ended by another vehicle while slowing down. Suffered neck strain. Police report filed.,vehicle,S4603871D
POL-2023-770136,"Fire damage at parking lot. business documents, laptop destroyed. Total loss estimated at $1000.",property,S1460719G
